Photon    Tot. w/  Tot. wo/ 
Energy    Coherent Coherent 
1.440E-01 7.697E-01 7.136E-01 
1.450E-01 7.570E-01 7.015E-01 
1.460E-01 7.445E-01 6.897E-01 
1.470E-01 7.324E-01 6.782E-01 
1.480E-01 7.205E-01 6.671E-01 
1.490E-01 7.090E-01 6.562E-01 
1.500E-01 6.978E-01 6.456E-01 
1.510E-01 6.868E-01 6.352E-01 
1.520E-01 6.761E-01 6.251E-01 
1.530E-01 6.657E-01 6.153E-01 
1.540E-01 6.555E-01 6.057E-01 
1.550E-01 6.455E-01 5.963E-01 
1.560E-01 6.358E-01 5.872E-01 
1.570E-01 6.264E-01 5.783E-01 
1.580E-01 6.171E-01 5.696E-01 
1.590E-01 6.081E-01 5.611E-01 
1.600E-01 5.993E-01 5.528E-01 
1.610E-01 5.907E-01 5.447E-01 
1.620E-01 5.822E-01 5.368E-01 
1.630E-01 5.740E-01 5.291E-01 
1.640E-01 5.660E-01 5.216E-01 
1.650E-01 5.581E-01 5.142E-01 
1.660E-01 5.504E-01 5.070E-01 
1.670E-01 5.429E-01 4.999E-01 
1.680E-01 5.356E-01 4.931E-01 
1.690E-01 5.284E-01 4.863E-01 
1.700E-01 5.214E-01 4.798E-01 
1.710E-01 5.145E-01 4.733E-01 
1.720E-01 5.078E-01 4.670E-01 
1.730E-01 5.012E-01 4.609E-01 
1.740E-01 4.948E-01 4.549E-01 
1.750E-01 4.884E-01 4.490E-01 
1.760E-01 4.823E-01 4.432E-01 
1.770E-01 4.762E-01 4.376E-01 
1.780E-01 4.703E-01 4.321E-01 
1.790E-01 4.645E-01 4.267E-01 
1.800E-01 4.589E-01 4.214E-01 
1.810E-01 4.533E-01 4.162E-01 
1.820E-01 4.479E-01 4.111E-01 
1.830E-01 4.425E-01 4.062E-01 
1.840E-01 4.373E-01 4.013E-01 
1.850E-01 4.322E-01 3.965E-01 
1.860E-01 4.272E-01 3.919E-01 
1.870E-01 4.222E-01 3.873E-01 
1.880E-01 4.174E-01 3.828E-01 
1.890E-01 4.127E-01 3.784E-01 
1.900E-01 4.081E-01 3.741E-01 
1.910E-01 4.035E-01 3.699E-01 
1.920E-01 3.990E-01 3.658E-01 
1.930E-01 3.947E-01 3.617E-01 
1.940E-01 3.904E-01 3.577E-01 
1.950E-01 3.862E-01 3.538E-01 
1.960E-01 3.820E-01 3.500E-01 
1.970E-01 3.780E-01 3.462E-01 
1.980E-01 3.740E-01 3.426E-01 
1.990E-01 3.701E-01 3.390E-01 
