Photon    Tot. w/  Tot. wo/ 
Energy    Coherent Coherent 
1.440E-01 7.009E-01 6.479E-01 
1.450E-01 6.894E-01 6.371E-01 
1.460E-01 6.782E-01 6.265E-01 
1.470E-01 6.672E-01 6.162E-01 
1.480E-01 6.566E-01 6.062E-01 
1.490E-01 6.462E-01 5.964E-01 
1.500E-01 6.361E-01 5.869E-01 
1.510E-01 6.263E-01 5.777E-01 
1.520E-01 6.166E-01 5.686E-01 
1.530E-01 6.072E-01 5.598E-01 
1.540E-01 5.981E-01 5.512E-01 
1.550E-01 5.892E-01 5.428E-01 
1.560E-01 5.804E-01 5.346E-01 
1.570E-01 5.719E-01 5.266E-01 
1.580E-01 5.636E-01 5.188E-01 
1.590E-01 5.555E-01 5.112E-01 
1.600E-01 5.475E-01 5.038E-01 
1.610E-01 5.398E-01 4.965E-01 
1.620E-01 5.322E-01 4.894E-01 
1.630E-01 5.248E-01 4.825E-01 
1.640E-01 5.176E-01 4.758E-01 
1.650E-01 5.105E-01 4.692E-01 
1.660E-01 5.036E-01 4.627E-01 
1.670E-01 4.969E-01 4.564E-01 
1.680E-01 4.903E-01 4.502E-01 
1.690E-01 4.838E-01 4.442E-01 
1.700E-01 4.775E-01 4.383E-01 
1.710E-01 4.713E-01 4.325E-01 
1.720E-01 4.653E-01 4.269E-01 
1.730E-01 4.594E-01 4.214E-01 
1.740E-01 4.536E-01 4.160E-01 
1.750E-01 4.479E-01 4.107E-01 
1.760E-01 4.424E-01 4.056E-01 
1.770E-01 4.369E-01 4.005E-01 
1.780E-01 4.316E-01 3.956E-01 
1.790E-01 4.264E-01 3.907E-01 
1.800E-01 4.213E-01 3.860E-01 
1.810E-01 4.163E-01 3.814E-01 
1.820E-01 4.114E-01 3.768E-01 
1.830E-01 4.066E-01 3.724E-01 
1.840E-01 4.019E-01 3.680E-01 
1.850E-01 3.973E-01 3.638E-01 
1.860E-01 3.928E-01 3.596E-01 
1.870E-01 3.884E-01 3.555E-01 
1.880E-01 3.840E-01 3.515E-01 
1.890E-01 3.798E-01 3.475E-01 
1.900E-01 3.756E-01 3.437E-01 
1.910E-01 3.715E-01 3.399E-01 
1.920E-01 3.675E-01 3.362E-01 
1.930E-01 3.636E-01 3.326E-01 
1.940E-01 3.597E-01 3.290E-01 
1.950E-01 3.559E-01 3.255E-01 
1.960E-01 3.522E-01 3.221E-01 
1.970E-01 3.486E-01 3.187E-01 
1.980E-01 3.450E-01 3.154E-01 
1.990E-01 3.415E-01 3.122E-01 
