Photon    Tot. w/  Tot. wo/ 
Energy    Coherent Coherent 
1.440E-01 6.706E-01 6.191E-01 
1.450E-01 6.597E-01 6.088E-01 
1.460E-01 6.491E-01 5.988E-01 
1.470E-01 6.387E-01 5.890E-01 
1.480E-01 6.286E-01 5.795E-01 
1.490E-01 6.187E-01 5.703E-01 
1.500E-01 6.091E-01 5.612E-01 
1.510E-01 5.998E-01 5.524E-01 
1.520E-01 5.906E-01 5.438E-01 
1.530E-01 5.817E-01 5.355E-01 
1.540E-01 5.730E-01 5.273E-01 
1.550E-01 5.645E-01 5.194E-01 
1.560E-01 5.562E-01 5.116E-01 
1.570E-01 5.481E-01 5.040E-01 
1.580E-01 5.402E-01 4.966E-01 
1.590E-01 5.325E-01 4.894E-01 
1.600E-01 5.250E-01 4.824E-01 
1.610E-01 5.176E-01 4.755E-01 
1.620E-01 5.104E-01 4.688E-01 
1.630E-01 5.034E-01 4.622E-01 
1.640E-01 4.965E-01 4.558E-01 
1.650E-01 4.898E-01 4.495E-01 
1.660E-01 4.833E-01 4.434E-01 
1.670E-01 4.769E-01 4.374E-01 
1.680E-01 4.706E-01 4.316E-01 
1.690E-01 4.644E-01 4.259E-01 
1.700E-01 4.585E-01 4.203E-01 
1.710E-01 4.526E-01 4.148E-01 
1.720E-01 4.468E-01 4.095E-01 
1.730E-01 4.412E-01 4.043E-01 
1.740E-01 4.357E-01 3.992E-01 
1.750E-01 4.303E-01 3.942E-01 
1.760E-01 4.251E-01 3.893E-01 
1.770E-01 4.199E-01 3.845E-01 
1.780E-01 4.149E-01 3.798E-01 
1.790E-01 4.099E-01 3.752E-01 
1.800E-01 4.051E-01 3.707E-01 
1.810E-01 4.003E-01 3.663E-01 
1.820E-01 3.957E-01 3.620E-01 
1.830E-01 3.911E-01 3.578E-01 
1.840E-01 3.867E-01 3.537E-01 
1.850E-01 3.823E-01 3.496E-01 
1.860E-01 3.780E-01 3.457E-01 
1.870E-01 3.738E-01 3.418E-01 
1.880E-01 3.697E-01 3.380E-01 
1.890E-01 3.657E-01 3.343E-01 
1.900E-01 3.617E-01 3.306E-01 
1.910E-01 3.578E-01 3.270E-01 
1.920E-01 3.540E-01 3.235E-01 
1.930E-01 3.503E-01 3.201E-01 
1.940E-01 3.466E-01 3.167E-01 
1.950E-01 3.430E-01 3.134E-01 
1.960E-01 3.395E-01 3.101E-01 
1.970E-01 3.360E-01 3.069E-01 
1.980E-01 3.326E-01 3.038E-01 
1.990E-01 3.293E-01 3.007E-01 
