Photon    Tot. w/  Tot. wo/ 
Energy    Coherent Coherent 
1.440E-01 1.752E+00 1.657E+00 
1.450E-01 1.722E+00 1.628E+00 
1.460E-01 1.692E+00 1.599E+00 
1.470E-01 1.664E+00 1.572E+00 
1.480E-01 1.635E+00 1.544E+00 
1.490E-01 1.608E+00 1.518E+00 
1.500E-01 1.581E+00 1.492E+00 
1.510E-01 1.555E+00 1.467E+00 
1.520E-01 1.530E+00 1.443E+00 
1.530E-01 1.505E+00 1.419E+00 
1.540E-01 1.480E+00 1.396E+00 
1.550E-01 1.457E+00 1.373E+00 
1.560E-01 1.434E+00 1.351E+00 
1.570E-01 1.411E+00 1.329E+00 
1.580E-01 1.389E+00 1.308E+00 
1.590E-01 1.367E+00 1.287E+00 
1.600E-01 1.346E+00 1.267E+00 
1.610E-01 1.326E+00 1.247E+00 
1.620E-01 1.305E+00 1.228E+00 
1.630E-01 1.286E+00 1.209E+00 
1.640E-01 1.266E+00 1.191E+00 
1.650E-01 1.248E+00 1.173E+00 
1.660E-01 1.229E+00 1.155E+00 
1.670E-01 1.211E+00 1.138E+00 
1.680E-01 1.193E+00 1.121E+00 
1.690E-01 1.176E+00 1.104E+00 
1.700E-01 1.159E+00 1.088E+00 
1.710E-01 1.143E+00 1.073E+00 
1.720E-01 1.127E+00 1.057E+00 
1.730E-01 1.111E+00 1.042E+00 
1.740E-01 1.095E+00 1.027E+00 
1.750E-01 1.080E+00 1.013E+00 
1.760E-01 1.065E+00 9.986E-01 
1.770E-01 1.051E+00 9.847E-01 
1.780E-01 1.036E+00 9.711E-01 
1.790E-01 1.022E+00 9.578E-01 
1.800E-01 1.009E+00 9.447E-01 
1.810E-01 9.953E-01 9.319E-01 
1.820E-01 9.822E-01 9.194E-01 
1.830E-01 9.693E-01 9.072E-01 
1.840E-01 9.566E-01 8.951E-01 
1.850E-01 9.443E-01 8.833E-01 
1.860E-01 9.321E-01 8.718E-01 
1.870E-01 9.202E-01 8.605E-01 
1.880E-01 9.085E-01 8.494E-01 
1.890E-01 8.971E-01 8.385E-01 
1.900E-01 8.859E-01 8.278E-01 
1.910E-01 8.748E-01 8.173E-01 
1.920E-01 8.640E-01 8.071E-01 
1.930E-01 8.534E-01 7.970E-01 
1.940E-01 8.430E-01 7.871E-01 
1.950E-01 8.328E-01 7.774E-01 
1.960E-01 8.228E-01 7.679E-01 
1.970E-01 8.129E-01 7.586E-01 
1.980E-01 8.033E-01 7.494E-01 
1.990E-01 7.938E-01 7.404E-01 
